issue_id,reporter,component,keywords,summary_proc,description_proc,Security
4570,Sumit Mohanty,ambari-server,0, variou issu relat decommiss support, track issu relat decommiss support even base ha one master use decommiss altern hdf mr yarn use master host compon not use default method use python base system resourc add support command detail custom command name,0 
4574,Andrii Babiichuk,ambari-web,0, upon restart ambari server servic statu dashboard page remain unchang, ambari server restart fe remain dashboard page servic statu yellow button never get updat even api indic statu green red case never minut upon refresh move tab view promptli updat,0 
4575,Oleg Nechiporenko,ambari-web,0, host detail action pulldown like hide, action pull host detail page like hide open bit annoy,0 
4600,Dmytro Shkvyra,ambari-server,0, remov jce polici warn statement, remov option jce polici warn messag not use option help statement jce download fail msg fail download jce polici archiv pleas check jce polici archiv avail also may instal jce polici archiv manual use jce polici command line argument format jce url,0 
4601,Andrii Babiichuk,ambari-web,0, ad master compon style miss,,0 
4603,Andrii Babiichuk,ambari-web,0, host name goe text icon, see attach,0 
4605,Oleg Nechiporenko,ambari-web,0, host detail client list disappear, go host page client instal refresh got client not display page expect list instal client,0 
4608,Andrii Babiichuk,ambari-web,0, medkit icon shift place host tabl safari,,0 
4612,Siddharth Wagle,ambari-server,0, except deplo step java sql batch updat except ora, except trace warn qtp servlet handler api cluster servicesjavax persist rollback except except eclips link eclips persist servic org eclips persist except databas except intern except java sql batch updat except ora tabl view not exist error code org eclips persist intern jpa transact entiti transact impl commit intern entiti transact impl java org eclips persist intern jpa transact entiti transact impl commit entiti transact impl java com googl inject persist jpa jpa local txn interceptor invok jpa local txn interceptor java,0 
4635,Antonenko Alexander,ambari-web,0, snn process alert display ha enabl success, str instal setup start ambari server default deploy hadoop default stack choos servic instal enabl ha wait least second go hdf servic host page page actual result secondari name node process alert display expect result not secondari name node alert page,0 
4637,Andrii Tkach,ambari-web,0, user not alway redirect login page unauthent, tri enabl ha fail th step start servic use link http lt host gt main admin high avail enabl step ha wizard shown without previous load login page see url js error attach screenshot expext result login page load firt,0 
4643,Siddharth Wagle,ambari-server,0, restart fail client compon, restart servic call stop start compon current no implement stop client compon lead error messag stop not implement compon,0 
4658,Andrii Tkach,ambari-web,0, rout incorrect launch wizard, step reproduc launch add servic wizard close wizard go link main servic add step type address bar router goe nonexist page main servic add summari,0 
4662,Denys Buzhor,ambari-web,0, instal wizard assign master select disabl, step reproduc go until custom servic page click choos servic menu link go assign master page,0 
4673,Oleg Nechiporenko,ambari-web,0, bulk op add supervisor bulk op host page, add supervisor host page bulk op menu storm instal decommiss recommiss disabl supervisor not support oper,0 
4682,Denys Buzhor,ambari-web,0, custom servic page add servic wizard offer custom alreadi instal oozi, step reproduc deploy cluster without ooozi customiz servic go add servic wizard add oozi servic fail start oozi server close add servic wizard ensur oozi ad servic go add servic wizard choos customiz servic go custom servic page result custom servic page propos custom oozi alreadi ad cluster instal,0 
4687,Eugene Chekanskiy,ambari-server,0, write unnitest hdf instal script hdp hdp,,0 
4693,Oleg Nechiporenko,ambari-web,0, host tabl sort order arrow close respect column label, sort order arrow right justifi within column make look like arrow appli column next instead show arrow right next respect column label like name arrow ip address arrow not name arrow ip address,0 
4700,Ivan Kozlov,ambari-server,0, oozi test fail, oozi test fail,0 
4708,Dmytro Sen,ambari-agent; ambari-server,0, actual config not updat restart host compon, updat hdf config appli restart step node cluster creat config group datanod overrid heap size instead restart dn result var lib ambari agent data config json correct valu config type global version tag version api call still show global default version http hostnam api cluster host hostnam host compon datanod note work agent restart global overrid version default version caus hook execut custom command like restart sinc config hdf gener hook py must execut hook py custom command move config gener hook py,0 
4710,Eugene Chekanskiy,ambari-server,0, add unittet hook secur mode,,1 
