summary,description,Security,Performance
derbynet/testSecMec.java fails with ShutdownException in DerbyNetClient framework,During 10.2.1.0 beta testing this test failed with org.apache.derby.iapi.services.context.ShutdownException on 2 of 4 platforms running Solaris zones:Platform 'sparc_zone2': derbynetclientmats/derbynetmats/DerbyNetClient/derbynetmats/testSecMec.diffPlatform 'sparc_zone3': derbynetclientmats/derbynetmats/DerbyNetClient/derbynetmats/testSecMec.diff derbyall/derbynetclientmats/DerbyNetClient/derbynetmats/derbynetmats/testSecMec.diffThe test did not fail on other platforms  which may indicate timing sensitivity (tests are run concurrently in 4 zones (1 global  3 local) on one single machine). Here is one of the diffs (from platform 'sparc_zone2'):                 Diff file derbynetclientmats/derbynetmats/DerbyNetClient/derbynetmats/testSecMec.diff             Start: testSecMec jdk1.6.0-rc DerbyNetClient derbynetmats:derbynetmats 2006-08-14 21:31:48 ***308a309 312&gt; java.sql.SQLException: Java exception: ': org.apache.derby.iapi.services.context.ShutdownException'.&gt; ... 14 more----------------------------------------------&gt; Testing with derby.drda.securityMechanism=INVALID_VALUE&gt; EXPECTED EXCEPTION DRDA_InvalidValue.U:Invalid value  INVALID_VALUE  for derby.drda.securityMechanism.310 312d313&lt; Testing with derby.drda.securityMechanism=INVALID_VALUE&lt; EXPECTED EXCEPTION DRDA_InvalidValue.U:Invalid value  INVALID_VALUE  for derby.drda.securityMechanism.&lt; -----Test Failed. End: testSecMec jdk1.6.0-rc DerbyNetClient derbynetmats:derbynetmats 2006-08-14 21:32:54 ***    The failure occurred in the DerbyNetClient framework when shutting down the database for the second (and last) time in the method testUSRSSBPWD_with_BUILTIN(). This test method was added August 9  2006 (DERBY-528).Attatching derby.log from the failure in derbynetclientmats/derbynetmats on sparc_zone2.,0,0
XMLSERIALIZE operator doesn't follow SQL/XML spec in some areas when serializing a sequence.,The SQL/XML specification dictates that  when serializing a sequence of XML items  the XMLSERIALIZE operator must first 'normalize' the sequence based on the rules defined here: http://www.w3.org/TR/xslt-xquery-serialization/#serdmThe current Derby implementation doesn't perform such normalization  which leads to two ways in which the results of an XMLSERIALIZE operator may not agree with the required behavior: 1. Sequences of atomic values will not have spaces between  but the space is required as part of step 3 of the normalization rules at the above link. 2. Derby will allow serialization of a sequence even if it has a top-level Attribute node in it  but the rules of normalization dictate that an error should be thrown instead (step 7).Both of these behaviors can be seen with the following query.values xmlserialize( xmlquery('/ageinfo/@*' passing by ref xmlparse( document '&lt;ageinfo age='48' birthdate='1900-02-08'/&gt;' preserve whitespace ) empty on empty ) as char(50) )Derby will currently return the following result from this statement:1--------------------------------------------------481900-02-08This result does not abide by SQL/XML specification because a) Derby allowed serialization of a sequence having a top-level attribute node (actually  the sequence had two)  and b) the atomic values produced from the attributes were displayed without a space between them.The correct behavior for the above example is to return a serialization error caused by the presence of an Attribute node in the sequence.If the example was rewritten as  say: xmlquery('/ageinfo/@*' passing by ref+ xmlquery('fn:data(/ageinfo/@*)' passing by refthen the attribute nodes are no longer present--we only have their atomic values  which is allowed. Thus the correct result should then be:1--------------------------------------------------48 1900-02-08Note  though  that Xalan doesn't appear to support the 'fn:data' function  so this rewritten query won't actually work. I tried using Xalan's built-in string function  as follows: xmlquery('/ageinfo/@*' passing by ref+ xmlquery('string(/ageinfo/@*)' passing by refbut Xalan only returns the first attribute in that case; it doesn't return the second one. So part of this Jira issue is probably going to involve figuring out how to allow a user to retrieve a sequence of attribute values (as opposed to attribute nodes) using Xalan and still abide by the SQL/XML rules.,0,1
remote server testing with 10.2 snapshot showed 8 failures,I ran derbynetclientmats between two IPV6 machines with the 10.2 snapshot and finally got to look at the results...There were 8 failures  4 of those because of other tests leaving stuff behind.2 tests complained about junit classes not being found (? one of those was checkDataSource!).2 tests seemed to have trouble connecting - those might be the more interesting ones.Will do further analysis  &amp; create test cleanup patches.The failing tests and some comments:suite derbynetclientmats with ibm142 &amp; IPV6 machines using -DhostName= (i.e. remote server test) and build: 10.2.0.4 alpha - (419130)derbynetclientmats/derbynetclientmats.fail:jdbcapi/checkDataSource.java ?? fails because of an error accessing junit. Not sure why  junit is in client classpath...and it's not even a junit test. Stack trace not helpful. (points to client.am  which makes little/no sense).derbynetclientmats/derbynetmats/derbynetmats.fail:derbynet/testconnection.java ?? no connectionderbynetclientmats/derbynetmats/derbynetmats.fail:derbynet/testij.java ?? no connectionderbynetclientmats/derbynetmats/derbynetmats.fail:jdbcapi/metadata.java extra tables/views: JIRA1454  Y.derbynetclientmats/derbynetmats/derbynetmats.fail:jdbcapi/odbc_metadata.java dittoderbynetclientmats/derbynetmats/derbynetmats.fail:lang/syscat.sql dittoderbynetclientmats/derbynetmats/derbynetmats.fail:jdbcapi/ProcedureTest.junit junit not available??derbynetclientmats/derbynetmats/derbynetmats.fail:jdbcapi/checkDataSource30.java Table/View 'Y' already exists.,1,0
ERROR 42Z72: XML syntax error; missing keyword(s): 'AS'. - Misleading text,create table t (i int  x xml);select xmlserialize from t;ERROR 42Z72: XML syntax error; missing keyword(s): 'AS'.This is not an 'XML Syntax error'  it's a syntax in the SQL language. No need to have a special error messgae here  wouldn't the error be caught by regular parsing?,0,0
The database owner is incorrectly referred to as dba in the code comments that were checked in Derby 10.2 for grant revoke work. We should clean this up at some point.,Grant revoke functionality was added in Derby 10.2 The comments that went into the grant revoke code  in some places refer to database owner as 'dba'. They are not the same thing. In the grant revoke world  dba is a role. We haven't added roles into Derby yet but current use of dba in comments might make it confusing when we do start working on roles including dba.,0,0
Embedded ResultSet.getTimestamp on a TIME column returns a java.sql.Timestamp with a date portion that can be incorrect.,The date portion of the java.sql.Timestamp from a TIME column is intended to be the current date but instead can be any date value  based upon the last getXXX call that required a Java Calendar object.,0,0
Client's ResultSet.getTime() on a SQL TIMESTAMP column loses the sub-second resolution and always has a milli-second value of zero.,In embedded the java.sql.Time object returned from ResultSet.getTime() for a SQL TIMESTAMP object has its millisecond value for the time portion equal to that for the java.sql.Timestamp value.In client the millisecond time value for such a value is always set to zero.Note a Derby SQL TIME value has by definition resolution of only a second so its millisecond value is always zero but java.sql.Time is not a direct mapping to the SQL Type  it's a JDBC type  so when converting from a SQL TIMESTAMPit should retain the precision.The new test lang.TimeHandlingTest has this assert code that shows the problem  one of its calls will be commented outwith a comment with this bug number. private void assertTimeEqual(Time tv  Timestamp tsv) { cal.clear(); cal.setTime(tv); int hour = cal.get(Calendar.HOUR_OF_DAY); int min = cal.get(Calendar.MINUTE); int sec = cal.get(Calendar.SECOND); int ms = cal.get(Calendar.MILLISECOND); // Check the time portion is set to the same as tv cal.clear(); cal.setTime(tsv); assertEquals(hour  cal.get(Calendar.HOUR_OF_DAY)); assertEquals(min  cal.get(Calendar.MINUTE)); assertEquals(sec  cal.get(Calendar.SECOND)); assertEquals(ms  cal.get(Calendar.MILLISECOND)); &lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt; FAILS HERE },0,0
Access rule violations should use a SQL state starting with '42' according to the SQL standard.,The SQL standard says that SQL State '42' is for 'syntax error or accessrule violation' (section 23.1).There is a question of what JDBC 4.0 exception should be thrown for a access rule violation JDBC 4.0 maps '42' to SQLSyntaxErrorException which seems wrong for an access rule.Message thread:http://mail-archives.apache.org/mod_mbox/db-derby-dev/200609.mbox/%3c45004A04.5080002@apache.org%3e,0,0
lang/procedureInTrigger.sql fails with wctme5.7 foundation with CNFE  java.sql.DriverManager and other exceptions.,Test failed with 10.3 jars 10.3.0.0 alpha - (439522). I am attaching the report file from the test run wctme5.7_derbyall_report.txt . Please see this file for the diff. This test was added as part of DERBY-551 and checkin - r421281.,0,0
sysinfo test fails with 'access denied (java.util.PropertyPermission java.class.path read)' when derbyclient.jar is first in classpath,Seen on Linux and Solaris  with Sun JVM 1.4  1.5  1.6 when derbyclient.jar is first in classpath:                 Diff file derbyall/derbynetmats/DerbyNet/derbynetmats/sysinfo.diff             Start: sysinfo jdk1.4.2_02 DerbyNet derbynetmats:derbynetmats 2006-09-05 08:44:54 ***14a15&gt; Unable to analyze class path: access denied (java.util.PropertyPermission java.class.path read)17 26d17&lt; Current Locale : [English/United States &#91;en_US&#93;]&lt; Found support for locale: &#91;de_DE&#93;&lt; Found support for locale: &#91;es&#93;&lt; Found support for locale: &#91;fr&#93;&lt; Found support for locale: &#91;it&#93;&lt; Found support for locale: &#91;ja_JP&#93;&lt; Found support for locale: &#91;ko_KR&#93;&lt; Found support for locale: &#91;pt_BR&#93;&lt; Found support for locale: &#91;zh_CN&#93;&lt; Found support for locale: &#91;zh_TW&#93;41a33&gt; Unable to analyze class path: access denied (java.util.PropertyPermission java.class.path read)44 53d35&lt; Current Locale : [English/United States &#91;en_US&#93;]&lt; Found support for locale: &#91;de_DE&#93;&lt; Found support for locale: &#91;es&#93;&lt; Found support for locale: &#91;fr&#93;&lt; Found support for locale: &#91;it&#93;&lt; Found support for locale: &#91;ja_JP&#93;&lt; Found support for locale: &#91;ko_KR&#93;&lt; Found support for locale: &#91;pt_BR&#93;&lt; Found support for locale: &#91;zh_CN&#93;&lt; Found support for locale: &#91;zh_TW&#93;69a52&gt; Unable to analyze class path: access denied (java.util.PropertyPermission java.class.path read)72 81d54&lt; Current Locale : [English/United States &#91;en_US&#93;]&lt; Found support for locale: &#91;de_DE&#93;&lt; Found support for locale: &#91;es&#93;&lt; Found support for locale: &#91;fr&#93;&lt; Found support for locale: &#91;it&#93;&lt; Found support for locale: &#91;ja_JP&#93;&lt; Found support for locale: &#91;ko_KR&#93;&lt; Found support for locale: &#91;pt_BR&#93;&lt; Found support for locale: &#91;zh_CN&#93;&lt; Found support for locale: &#91;zh_TW&#93;Test Failed. End: sysinfo jdk1.4.2_02 DerbyNet derbynetmats:derbynetmats 2006-09-05 08:44:59 ***,1,0
Correct message SQL State 01006 to reflect that is being revoked - 'user' and update the Ref Manual,the SQL State 01006 'Privilege not revoked from {0}.' should be changed to 'Privilege notrevoked from user {0}.'Once changed in the code  the Ref Manual file rrefexcept71493. dita needs to be updated as well.,0,0
jdbcapi/blobclob4BLOB.java fails with JCC drivers,Test fails with JCC versions 2.4  2.6 and 2.8. Sample diff:&lt; FAIL: Caught exception java.lang.NegativeArraySizeException592a592&gt; FAIL: Caught exception java.lang.NegativeArraySizeException:,0,0
Create a script that allows users to easily update their Derby jars with the JDBC4 classes.,Since the resolution of the JDBC 4 licensing issue was to not ship a build that includes Derby's JDBC 4 code  but continue to ship the Derby source files for them  a script which automatically compiles and updates the Derby jars with the JDBC 4 classes would be useful.,0,0
Tests lang/grantRevokeDDL.sql and lang/grantRevokeDDL2.sql fails on IBM WCTME 5.7 Foundation (jdkJ2ME Foundation Specification v1.0),The diff for grantRevokeDDL.sql is big  hence attaching. For lang/grantRevokeDDL2.sql the diff is as follows:                 Diff file derbyall/derbylang/grantRevokeDDL2.diff             Start: grantRevokeDDL2 jdkJ2ME Foundation Specification v1.0 derbyall:derbylang 2006-09-10 11:42:23 ***0a1&gt; java.lang.reflect.InvocationTargetException: java.lang.NullPointerException99 del&lt; ERROR: Failed with SQLSTATE 3800199a100&gt; ERROR: Failed with SQLSTATE XJ001119 del&lt; ERROR: Failed with SQLSTATE 38002119a120&gt; ERROR: Failed with SQLSTATE XJ001139 del&lt; ERROR: Failed with SQLSTATE 38002139a140&gt; ERROR: Failed with SQLSTATE XJ001158 del&lt; 1 row inserted/updated/deleted158a159 160&gt; ERROR: Failed with SQLSTATE 38000&gt; ERROR: Failed with SQLSTATE XJ001163 del&lt; 0 rows selected163a165 166&gt; 4 |XYZ &gt; 1 row selected168a172 182&gt; ERROR: Failed with SQLSTATE 28508&gt; ij(USER2)&gt; set connection user1;&gt; ij(USER1)&gt; create trigger revoke_select_trig AFTER delete on t1 &gt; for each STATEMENT mode db2sql call revoke_select_proc1();&gt; 0 rows inserted/updated/deleted&gt; ij(USER1)&gt; &#8211; should fail&gt; delete from t1 where i = 5;&gt; ERROR: Failed with SQLSTATE 38000&gt; ERROR: Failed with SQLSTATE XJ001&gt; ij(USER1)&gt; &#8211; check delete failed&gt; select * from t1 where i = 5;171 184d184&lt; 1 |XYZ &lt; 1 row selected&lt; ij(USER2)&gt; set connection user1;&lt; ij(USER1)&gt; create trigger revoke_select_trig AFTER delete on t1 &lt; for each STATEMENT mode db2sql call revoke_select_proc1();&lt; 0 rows inserted/updated/deleted&lt; ij(USER1)&gt; &#8211; should fail&lt; delete from t1 where i = 5;&lt; ERROR: Failed with SQLSTATE 38000&lt; ERROR: Failed with SQLSTATE 38001&lt; ij(USER1)&gt; &#8211; check delete failed&lt; select * from t1 where i = 5;&lt; I |B &lt; ---------------------------191a192 202&gt; ERROR: Failed with SQLSTATE 28508&gt; ij(USER2)&gt; set connection user1;&gt; ij(USER1)&gt; create trigger revoke_select_trig AFTER delete on t1 &gt; for each STATEMENT mode db2sql call revoke_select_proc2();&gt; 0 rows inserted/updated/deleted&gt; ij(USER1)&gt; &#8211; should fail&gt; delete from t1 where i = 6;&gt; ERROR: Failed with SQLSTATE 38000&gt; ERROR: Failed with SQLSTATE XJ001&gt; ij(USER1)&gt; &#8211; check delete failed&gt; select * from t1 where i = 6;194 207d204&lt; 1 |XYZ &lt; 1 row selected&lt; ij(USER2)&gt; set connection user1;&lt; ij(USER1)&gt; create trigger revoke_select_trig AFTER delete on t1 &lt; for each STATEMENT mode db2sql call revoke_select_proc2();&lt; 0 rows inserted/updated/deleted&lt; ij(USER1)&gt; &#8211; should fail&lt; delete from t1 where i = 6;&lt; ERROR: Failed with SQLSTATE 38000&lt; ERROR: Failed with SQLSTATE 38002&lt; ij(USER1)&gt; &#8211; check delete failed&lt; select * from t1 where i = 6;&lt; I |B &lt; ---------------------------214a212 222&gt; ERROR: Failed with SQLSTATE 28508&gt; ij(USER2)&gt; set connection user1;&gt; ij(USER1)&gt; create trigger revoke_select_trig AFTER delete on t1 &gt; for each STATEMENT mode db2sql call revoke_select_proc3();&gt; 0 rows inserted/updated/deleted&gt; ij(USER1)&gt; &#8211; should fail&gt; delete from t1 where i = 7;&gt; ERROR: Failed with SQLSTATE 38000&gt; ERROR: Failed with SQLSTATE XJ001&gt; ij(USER1)&gt; &#8211; check delete failed&gt; select * from t1 where i = 7;217 230d224&lt; 1 |XYZ &lt; 1 row selected&lt; ij(USER2)&gt; set connection user1;&lt; ij(USER1)&gt; create trigger revoke_select_trig AFTER delete on t1 &lt; for each STATEMENT mode db2sql call revoke_select_proc3();&lt; 0 rows inserted/updated/deleted&lt; ij(USER1)&gt; &#8211; should fail&lt; delete from t1 where i = 7;&lt; ERROR: Failed with SQLSTATE 38000&lt; ERROR: Failed with SQLSTATE 38002&lt; ij(USER1)&gt; &#8211; check delete failed&lt; select * from t1 where i = 7;&lt; I |B &lt; ---------------------------237a232 242&gt; ERROR: Failed with SQLSTATE 28508&gt; ij(USER2)&gt; set connection user1;&gt; ij(USER1)&gt; create trigger revoke_select_trig AFTER delete on t1 &gt; for each STATEMENT mode db2sql call revoke_select_proc4();&gt; 0 rows inserted/updated/deleted&gt; ij(USER1)&gt; &#8211; ok&gt; delete from t1 where i = 8;&gt; ERROR: Failed with SQLSTATE 38000&gt; ERROR: Failed with SQLSTATE XJ001&gt; ij(USER1)&gt; &#8211; check delete &gt; select * from t1 where i = 8;240 del&lt; 1 |XYZ 240a245&gt; 8 |XYZ 241a247 252&gt; ij(USER1)&gt; drop trigger revoke_select_trig;&gt; 0 rows inserted/updated/deleted&gt; ij(USER1)&gt; set connection user2;&gt; ij(USER2)&gt; &#8211; should fail&gt; select * from user1.t1 where i = 1;&gt; ERROR: Failed with SQLSTATE 28508243 260d253&lt; ij(USER1)&gt; create trigger revoke_select_trig AFTER delete on t1 &lt; for each STATEMENT mode db2sql call revoke_select_proc4();&lt; 0 rows inserted/updated/deleted&lt; ij(USER1)&gt; &#8211; ok&lt; delete from t1 where i = 8;&lt; 1 row inserted/updated/deleted&lt; ij(USER1)&gt; &#8211; check delete &lt; select * from t1 where i = 8;&lt; I |B &lt; ---------------------------&lt; 0 rows selected&lt; ij(USER1)&gt; drop trigger revoke_select_trig;&lt; 0 rows inserted/updated/deleted&lt; ij(USER1)&gt; set connection user2;&lt; ij(USER2)&gt; &#8211; should fail&lt; select * from user1.t1 where i = 1;&lt; ERROR: Failed with SQLSTATE 28508&lt; ij(USER2)&gt; set connection user1;Test Failed. End: grantRevokeDDL2 jdkJ2ME Foundation Specification v1.0 derbyall:derbylang 2006-09-10 11:42:33 ***,1,0
